type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-08-25,2.7179,-0.0126,eastmoney_gz
FUND,006502,财通集成电路A,2025-08-25,3.0462,-0.0087,eastmoney_gz
FUND,018956,中航机遇领航A,2025-08-25,2.6564,-0.0070999999999999995,eastmoney_gz
