type,code,name,date,value,pct,source
FUND,022365,永赢科技智选C,,,,fetch_error
FUND,006502,财通集成电路A,,,,fetch_error
FUND,018956,中航机遇领航A,,,,fetch_error
FUND,018994,中欧数字经济A,,,,fetch_error
ETF,159399,现金流ETF,2025-08-15,1.088,0.2765,sina_quote
ETF,513530,港股红利ETF,2025-08-15,1.733,-0.1153,sina_quote
