type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-09-22,3.4205,0.001,eastmoney_gz
FUND,006502,财通集成电路A,2025-09-22,3.6404,0.0025,eastmoney_gz
FUND,018956,中航机遇领航A,2025-09-22,3.2443,-0.011200000000000002,eastmoney_gz
