type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-09-16,3.2566,0.003,eastmoney_gz
FUND,006502,财通集成电路A,2025-09-16,3.4827,0.0219,eastmoney_gz
FUND,018956,中航机遇领航A,2025-09-16,3.0999,0.0129,eastmoney_gz
