type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-09-03,3.1503,-0.0806,eastmoney_gz
FUND,006502,财通集成电路A,2025-09-03,3.3415,-0.0833,eastmoney_gz
FUND,018956,中航机遇领航A,2025-09-03,3.0546,-0.09480000000000001,eastmoney_gz
