type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-10-23,3.2533,0.0634,eastmoney_gz
FUND,006502,财通集成电路A,2025-10-23,3.4164,0.0616,eastmoney_gz
FUND,018956,中航机遇领航A,2025-10-23,2.9183,0.0575,eastmoney_gz
