type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-09-19,3.3627,-0.0002,eastmoney_gz
FUND,006502,财通集成电路A,2025-09-19,3.5454,-0.0001,eastmoney_gz
FUND,018956,中航机遇领航A,2025-09-19,3.1933,0.0045000000000000005,eastmoney_gz
