type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-10-09,3.375,-0.03,eastmoney_gz
FUND,006502,财通集成电路A,2025-10-09,3.472,-0.0351,eastmoney_gz
FUND,018956,中航机遇领航A,2025-10-09,2.9922,-0.0375,eastmoney_gz
