type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-09-26,3.2838,0.0222,eastmoney_gz
FUND,006502,财通集成电路A,2025-09-26,3.4344,0.0166,eastmoney_gz
FUND,018956,中航机遇领航A,2025-09-26,3.0315,0.020499999999999997,eastmoney_gz
