type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-08-27,2.7923,0.10220000000000001,eastmoney_gz
FUND,006502,财通集成电路A,2025-08-27,3.085,0.09269999999999999,eastmoney_gz
FUND,018956,中航机遇领航A,2025-08-27,2.7144,0.08929999999999999,eastmoney_gz
