type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-08-26,2.6969,0.034,eastmoney_gz
FUND,006502,财通集成电路A,2025-08-26,2.994,0.0355,eastmoney_gz
FUND,018956,中航机遇领航A,2025-08-26,2.6288,0.0458,eastmoney_gz
