type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-09-17,3.2834,-0.0016,eastmoney_gz
FUND,006502,财通集成电路A,2025-09-17,3.4765,0.0182,eastmoney_gz
FUND,018956,中航机遇领航A,2025-09-17,3.1144,0.0179,eastmoney_gz
