type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-09-24,3.3713,0.0102,eastmoney_gz
FUND,006502,财通集成电路A,2025-09-24,3.5662,0.009000000000000001,eastmoney_gz
FUND,018956,中航机遇领航A,2025-09-24,3.1306,0.0139,eastmoney_gz
