type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-09-09,2.9859,0.031400000000000004,eastmoney_gz
FUND,006502,财通集成电路A,2025-09-09,3.0544,0.0373,eastmoney_gz
FUND,018956,中航机遇领航A,2025-09-09,2.7603,0.0436,eastmoney_gz
