type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-08-29,3.1262,0.053,eastmoney_gz
FUND,006502,财通集成电路A,2025-08-29,3.3255,0.043,eastmoney_gz
FUND,018956,中航机遇领航A,2025-08-29,3.0279,0.039599999999999996,eastmoney_gz
