type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-09-30,3.3395,-0.0043,eastmoney_gz
FUND,006502,财通集成电路A,2025-09-30,3.4448,-0.002,eastmoney_gz
FUND,018956,中航机遇领航A,2025-09-30,3.0479,-0.0144,eastmoney_gz
