type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-09-12,3.2753,-0.0067,eastmoney_gz
FUND,006502,财通集成电路A,2025-09-12,3.5331,-0.0183,eastmoney_gz
FUND,018956,中航机遇领航A,2025-09-12,3.1276,-0.0129,eastmoney_gz
