type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-10-14,3.0516,0.0263,eastmoney_gz
FUND,006502,财通集成电路A,2025-10-14,3.1369,0.0231,eastmoney_gz
FUND,018956,中航机遇领航A,2025-10-14,2.6809,0.0187,eastmoney_gz
