type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-09-15,3.2446,0.0040999999999999995,eastmoney_gz
FUND,006502,财通集成电路A,2025-09-15,3.4537,0.0095,eastmoney_gz
FUND,018956,中航机遇领航A,2025-09-15,3.061,0.013300000000000001,eastmoney_gz
