type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-08-20,2.5101,-0.023799999999999998,eastmoney_gz
FUND,006502,财通集成电路A,2025-08-20,2.7722,-0.0095,eastmoney_gz
FUND,018956,中航机遇领航A,2025-08-20,2.5095,-0.022400000000000003,eastmoney_gz
