type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-09-10,3.0936,0.06280000000000001,eastmoney_gz
FUND,006502,财通集成电路A,2025-09-10,3.1965,0.09759999999999999,eastmoney_gz
FUND,018956,中航机遇领航A,2025-09-10,2.9181,0.0837,eastmoney_gz
