type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-10-16,3.1518,-0.0302,eastmoney_gz
FUND,006502,财通集成电路A,2025-10-16,3.2702,-0.039,eastmoney_gz
FUND,018956,中航机遇领航A,2025-10-16,2.7484,-0.0454,eastmoney_gz
