type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-09-29,3.3843,-0.0131,eastmoney_gz
FUND,006502,财通集成电路A,2025-09-29,3.515,-0.018000000000000002,eastmoney_gz
FUND,018956,中航机遇领航A,2025-09-29,3.1231,-0.019799999999999998,eastmoney_gz
