type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-10-27,3.672,0.0066,eastmoney_gz
FUND,006502,财通集成电路A,2025-10-27,3.8655,0.0147,eastmoney_gz
FUND,018956,中航机遇领航A,2025-10-27,3.2612,-0.0019,eastmoney_gz
