type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-10-13,3.221,-0.047,eastmoney_gz
FUND,006502,财通集成电路A,2025-10-13,3.3114,-0.0538,eastmoney_gz
FUND,018956,中航机遇领航A,2025-10-13,2.829,-0.0557,eastmoney_gz
