type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-10-30,3.6217,-0.054000000000000006,eastmoney_gz
FUND,006502,财通集成电路A,2025-10-30,4.1071,-0.0596,eastmoney_gz
FUND,018956,中航机遇领航A,2025-10-30,3.19,-0.0567,eastmoney_gz
