type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-10-20,3.1284,0.0635,eastmoney_gz
FUND,006502,财通集成电路A,2025-10-20,3.2495,0.0673,eastmoney_gz
FUND,018956,中航机遇领航A,2025-10-20,2.793,0.061900000000000004,eastmoney_gz
