type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-09-08,2.9982,-0.016,eastmoney_gz
FUND,006502,财通集成电路A,2025-09-08,3.1289,-0.0172,eastmoney_gz
FUND,018956,中航机遇领航A,2025-09-08,2.8233,-0.0217,eastmoney_gz
