type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-09-11,3.2838,-0.0204,eastmoney_gz
FUND,006502,财通集成电路A,2025-09-11,3.5334,-0.0223,eastmoney_gz
FUND,018956,中航机遇领航A,2025-09-11,3.2173,-0.018799999999999997,eastmoney_gz
