type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-09-23,3.43,-0.0077,eastmoney_gz
FUND,006502,财通集成电路A,2025-09-23,3.6447,-0.0003,eastmoney_gz
FUND,018956,中航机遇领航A,2025-09-23,3.2175,-0.0235,eastmoney_gz
