type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-08-28,3.0484,0.0108,eastmoney_gz
FUND,006502,财通集成电路A,2025-08-28,3.3445,0.0048,eastmoney_gz
FUND,018956,中航机遇领航A,2025-08-28,3.0103,0.0051,eastmoney_gz
