type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-09-25,3.4017,-0.032799999999999996,eastmoney_gz
FUND,006502,财通集成电路A,2025-09-25,3.575,-0.0385,eastmoney_gz
FUND,018956,中航机遇领航A,2025-09-25,3.1659,-0.043,eastmoney_gz
