type,code,name,date,value,pct,source
FUND,022364,永赢科技智选A,2025-10-22,3.3645,-0.0268,eastmoney_gz
FUND,006502,财通集成电路A,2025-10-22,3.4686,-0.022799999999999997,eastmoney_gz
FUND,018956,中航机遇领航A,2025-10-22,2.9711,-0.0218,eastmoney_gz
